access,access_bool,open_data,open_materials,preregistration,year,url
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,1,0,1,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,0,1,0,2019,https://journals.sagepub.com/toc/pssa/30/6
Open Access,1,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/6
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/6
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,0,1,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
Open Access,1,0,1,1,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,0,1,2019,https://journals.sagepub.com/toc/pssa/30/5
Open Access,1,0,1,0,2019,https://journals.sagepub.com/toc/pssa/30/5
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/5
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,0,1,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/4
Open Access,1,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/4
Open Access,1,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/4
Open Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/4
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/8
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2011,https://journals.sagepub.com/toc/pssa/22/12
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,1,0,1,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/7
Open Access,1,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,1,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/7
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
Free Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/7
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,1,0,1,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/8
Open Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
Open Access,1,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/8
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/2
Full Access,1,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,1,0,1,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,1,0,1,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/2
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/2
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/2
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/2
Free Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/12
Open Access,1,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,0,0,1,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/12
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/12
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/12
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/12
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,0,0,1,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/11
Open Access,1,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/11
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,1,0,1,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,0,1,0,2019,https://journals.sagepub.com/toc/pssa/30/10
Open Access,1,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/10
Open Access,1,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/10
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/7
Open Access,1,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/7
Open Access,1,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
Open Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/7
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/7
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
Full Access,1,0,0,0,2010,https://journals.sagepub.com/toc/pssa/21/9
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,1,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,1,1,1,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,1,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
Open Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,1,1,0,2019,https://journals.sagepub.com/toc/pssa/30/9
Full Access,1,0,0,0,2019,https://journals.sagepub.com/toc/pssa/30/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,0,0,1,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,0,1,1,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/5
Open Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/5
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/4
Full Access,1,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/4
Open Access,1,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,0,1,0,2018,https://journals.sagepub.com/toc/pssa/29/4
Open Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
Full Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/4
Full Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/4
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/4
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,0,1,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
Full Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/8
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/9
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
Full Access,1,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,1,0,1,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/9
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/10
Full Access,1,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/10
Open Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/10
Free Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,0,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,0,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Open Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Free Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/1
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/1
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,1,1,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
Open Access,1,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,1,0,1,2018,https://journals.sagepub.com/toc/pssa/29/3
Open Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,1,0,2018,https://journals.sagepub.com/toc/pssa/29/3
Full Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/3
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/12
Open Access,1,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/12
Open Access,1,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,0,1,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,1,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/12
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/12
Open Access,1,0,1,0,2018,https://journals.sagepub.com/toc/pssa/29/11
No Access,0,1,0,0,2018,https://journals.sagepub.com/toc/pssa/29/11
No Access,0,1,0,1,2018,https://journals.sagepub.com/toc/pssa/29/11
No Access,0,0,0,0,2018,https://journals.sagepub.com/toc/pssa/29/11
No Access,0,0,1,0,2018,https://journals.sagepub.com/toc/pssa/29/11
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/11
No Access,0,1,1,1,2018,https://journals.sagepub.com/toc/pssa/29/11
